local_plan_position_x,local_plan_position_y,local_plan_orientation_z,local_plan_orientation_w,ID
-2.026227,-12.348070,0.000000,0.000000,52
-1.955038,-12.350686,0.000000,0.000000,52
-1.913599,-12.343580,0.000000,0.000000,52
-1.906641,-12.341186,0.000000,0.000000,52
-1.911464,-12.344211,0.000000,0.000000,52
-1.912711,-12.345459,0.000000,0.000000,52
-1.913985,-12.347028,0.000000,0.000000,52
-1.915092,-12.348740,0.000000,0.000000,52
-1.916125,-12.350538,0.000000,0.000000,52
-1.917155,-12.352619,0.000000,0.000000,52
-1.918245,-12.354992,0.000000,0.000000,52
-1.919493,-12.357443,0.000000,0.000000,52
-1.920966,-12.359862,0.000000,0.000000,52
-1.903369,-12.344325,0.000000,0.000000,52
-1.847882,-12.308143,0.000000,0.000000,52
-1.763526,-12.270762,0.000000,0.000000,52
-1.601993,-12.227953,0.000000,0.000000,52
-1.437951,-12.213996,0.000000,0.000000,52
-1.298844,-12.225597,0.000000,0.000000,52
-1.199652,-12.256156,0.000000,0.000000,52
-1.199718,-12.255537,0.000000,0.000000,52
-1.200441,-12.253937,0.000000,0.000000,52
-1.201349,-12.251638,0.000000,0.000000,52
-1.202354,-12.248046,0.000000,0.000000,52
-1.203063,-12.242962,0.000000,0.000000,52
-1.203136,-12.236384,0.000000,0.000000,52
-1.202897,-12.229255,0.000000,0.000000,52
-1.202508,-12.222155,0.000000,0.000000,52
-1.201569,-12.208603,0.000000,0.000000,52
-1.199832,-12.188996,0.000000,0.000000,52
-1.187340,-12.108967,0.000000,0.000000,52
-1.369331,-11.867027,0.000000,0.000000,52
-2.462103,-10.737064,0.000000,0.000000,53
-2.491665,-10.965615,0.000000,0.000000,53
-2.527388,-11.071285,0.000000,0.000000,53
-2.561770,-11.149389,0.000000,0.000000,53
-2.605317,-11.228910,0.000000,0.000000,53
-2.644671,-11.289805,0.000000,0.000000,53
-2.659901,-11.315086,0.000000,0.000000,53
-2.647597,-11.288261,0.000000,0.000000,53
-2.668785,-11.344534,0.000000,0.000000,53
-2.685887,-11.407583,0.000000,0.000000,53
-2.697198,-11.476273,0.000000,0.000000,53
-2.701366,-11.559779,0.000000,0.000000,53
-2.690803,-11.678084,0.000000,0.000000,53
-2.661922,-11.795121,0.000000,0.000000,53
-2.606292,-11.926674,0.000000,0.000000,53
-2.526388,-12.050664,0.000000,0.000000,53
-2.418410,-12.165836,0.000000,0.000000,53
-2.297275,-12.253686,0.000000,0.000000,53
-2.221785,-12.292833,0.000000,0.000000,53
-2.083743,-12.337958,0.000000,0.000000,53
-2.026227,-12.348070,0.000000,0.000000,53
-1.955038,-12.350686,0.000000,0.000000,53
-1.913599,-12.343580,0.000000,0.000000,53
-1.906641,-12.341186,0.000000,0.000000,53
-1.911464,-12.344211,0.000000,0.000000,53
-1.912711,-12.345459,0.000000,0.000000,53
-1.913985,-12.347028,0.000000,0.000000,53
-1.915092,-12.348740,0.000000,0.000000,53
-1.916125,-12.350538,0.000000,0.000000,53
-1.917155,-12.352619,0.000000,0.000000,53
-1.918245,-12.354992,0.000000,0.000000,53
-1.919493,-12.357443,0.000000,0.000000,53
-1.920966,-12.359862,0.000000,0.000000,53
-1.903369,-12.344325,0.000000,0.000000,53
-1.847882,-12.308143,0.000000,0.000000,53
-1.763526,-12.270762,0.000000,0.000000,53
-1.601993,-12.227953,0.000000,0.000000,53
-1.437951,-12.213996,0.000000,0.000000,53
-1.298844,-12.225597,0.000000,0.000000,53
-1.199652,-12.256156,0.000000,0.000000,53
-1.199718,-12.255537,0.000000,0.000000,53
-1.200441,-12.253937,0.000000,0.000000,53
-1.201349,-12.251638,0.000000,0.000000,53
-1.202354,-12.248046,0.000000,0.000000,53
-1.203063,-12.242962,0.000000,0.000000,53
-1.203136,-12.236384,0.000000,0.000000,53
-1.202897,-12.229255,0.000000,0.000000,53
-1.202508,-12.222155,0.000000,0.000000,53
-1.201569,-12.208603,0.000000,0.000000,53
-1.199832,-12.188996,0.000000,0.000000,53
-1.187340,-12.108967,0.000000,0.000000,53
-1.369331,-11.867027,0.000000,0.000000,53
-2.462103,-10.737064,0.000000,0.000000,56
-2.457619,-10.898961,0.000000,0.000000,56
-2.449927,-10.992483,0.000000,0.000000,56
-2.435383,-11.075655,0.000000,0.000000,56
-2.417553,-11.142049,0.000000,0.000000,56
-2.385847,-11.232874,0.000000,0.000000,56
-2.336370,-11.338473,0.000000,0.000000,56
-2.256010,-11.461166,0.000000,0.000000,56
-2.196414,-11.530946,0.000000,0.000000,56
-2.088563,-11.629354,0.000000,0.000000,56
-1.954801,-11.719683,0.000000,0.000000,56
-1.844539,-11.774361,0.000000,0.000000,56
-1.741504,-11.810420,0.000000,0.000000,56
-1.643496,-11.832918,0.000000,0.000000,56
-1.537379,-11.847755,0.000000,0.000000,56
-1.439116,-11.857413,0.000000,0.000000,56
-1.369331,-11.867027,0.000000,0.000000,56
-2.462103,-10.737064,0.000000,0.000000,57
-2.457619,-10.898961,0.000000,0.000000,57
-2.449927,-10.992483,0.000000,0.000000,57
-2.435383,-11.075655,0.000000,0.000000,57
-2.417553,-11.142049,0.000000,0.000000,57
-2.385847,-11.232874,0.000000,0.000000,57
-2.336370,-11.338473,0.000000,0.000000,57
-2.256010,-11.461166,0.000000,0.000000,57
-2.196414,-11.530946,0.000000,0.000000,57
-2.088563,-11.629354,0.000000,0.000000,57
-1.954801,-11.719683,0.000000,0.000000,57
-1.844539,-11.774361,0.000000,0.000000,57
-1.741504,-11.810420,0.000000,0.000000,57
-1.643496,-11.832918,0.000000,0.000000,57
-1.537379,-11.847755,0.000000,0.000000,57
-1.439116,-11.857413,0.000000,0.000000,57
-1.369331,-11.867027,0.000000,0.000000,57
-2.462103,-10.737064,0.000000,0.000000,60
-2.491665,-10.965615,0.000000,0.000000,60
-2.527388,-11.071285,0.000000,0.000000,60
-2.561770,-11.149389,0.000000,0.000000,60
-2.605317,-11.228910,0.000000,0.000000,60
-2.644671,-11.289805,0.000000,0.000000,60
-2.659901,-11.315086,0.000000,0.000000,60
-2.647597,-11.288261,0.000000,0.000000,60
-2.668785,-11.344534,0.000000,0.000000,60
-2.685887,-11.407583,0.000000,0.000000,60
-2.697198,-11.476273,0.000000,0.000000,60
-2.701366,-11.559779,0.000000,0.000000,60
-2.690803,-11.678084,0.000000,0.000000,60
-2.661922,-11.795121,0.000000,0.000000,60
-2.606292,-11.926674,0.000000,0.000000,60
-2.526388,-12.050664,0.000000,0.000000,60
-2.418410,-12.165836,0.000000,0.000000,60
-2.297275,-12.253686,0.000000,0.000000,60
-2.221785,-12.292833,0.000000,0.000000,60
-2.083743,-12.337958,0.000000,0.000000,60
-2.026227,-12.348070,0.000000,0.000000,60
-1.955038,-12.350686,0.000000,0.000000,60
-1.913599,-12.343580,0.000000,0.000000,60
-1.906641,-12.341186,0.000000,0.000000,60
-1.911464,-12.344211,0.000000,0.000000,60
-1.912711,-12.345459,0.000000,0.000000,60
-1.913985,-12.347028,0.000000,0.000000,60
-1.915092,-12.348740,0.000000,0.000000,60
-1.916125,-12.350538,0.000000,0.000000,60
-1.917155,-12.352619,0.000000,0.000000,60
-1.918245,-12.354992,0.000000,0.000000,60
-1.919493,-12.357443,0.000000,0.000000,60
-1.920966,-12.359862,0.000000,0.000000,60
-1.903369,-12.344325,0.000000,0.000000,60
-1.847882,-12.308143,0.000000,0.000000,60
-1.763526,-12.270762,0.000000,0.000000,60
-1.601993,-12.227953,0.000000,0.000000,60
-1.437951,-12.213996,0.000000,0.000000,60
-1.298844,-12.225597,0.000000,0.000000,60
-1.199652,-12.256156,0.000000,0.000000,60
-1.199718,-12.255537,0.000000,0.000000,60
-1.200441,-12.253937,0.000000,0.000000,60
-1.201349,-12.251638,0.000000,0.000000,60
-1.202354,-12.248046,0.000000,0.000000,60
-1.203063,-12.242962,0.000000,0.000000,60
-1.203136,-12.236384,0.000000,0.000000,60
-1.202897,-12.229255,0.000000,0.000000,60
-1.202508,-12.222155,0.000000,0.000000,60
-1.201569,-12.208603,0.000000,0.000000,60
-1.199832,-12.188996,0.000000,0.000000,60
-1.187340,-12.108967,0.000000,0.000000,60
-1.369331,-11.867027,0.000000,0.000000,60
-2.462103,-10.737064,0.000000,0.000000,61
-2.491665,-10.965615,0.000000,0.000000,61
-2.527388,-11.071285,0.000000,0.000000,61
-2.561770,-11.149389,0.000000,0.000000,61
-2.605317,-11.228910,0.000000,0.000000,61
-2.644671,-11.289805,0.000000,0.000000,61
-2.659901,-11.315086,0.000000,0.000000,61
-2.647597,-11.288261,0.000000,0.000000,61
-2.668785,-11.344534,0.000000,0.000000,61
-2.685887,-11.407583,0.000000,0.000000,61
-2.697198,-11.476273,0.000000,0.000000,61
-2.701366,-11.559779,0.000000,0.000000,61
-2.690803,-11.678084,0.000000,0.000000,61
-2.661922,-11.795121,0.000000,0.000000,61
-2.606292,-11.926674,0.000000,0.000000,61
-2.526388,-12.050664,0.000000,0.000000,61
-2.418410,-12.165836,0.000000,0.000000,61
-2.297275,-12.253686,0.000000,0.000000,61
-2.221785,-12.292833,0.000000,0.000000,61
-2.083743,-12.337958,0.000000,0.000000,61
-2.026227,-12.348070,0.000000,0.000000,61
-1.955038,-12.350686,0.000000,0.000000,61
-1.913599,-12.343580,0.000000,0.000000,61
-1.906641,-12.341186,0.000000,0.000000,61
-1.911464,-12.344211,0.000000,0.000000,61
-1.912711,-12.345459,0.000000,0.000000,61
-1.913985,-12.347028,0.000000,0.000000,61
-1.915092,-12.348740,0.000000,0.000000,61
-1.916125,-12.350538,0.000000,0.000000,61
-1.917155,-12.352619,0.000000,0.000000,61
-1.918245,-12.354992,0.000000,0.000000,61
-1.919493,-12.357443,0.000000,0.000000,61
-1.920966,-12.359862,0.000000,0.000000,61
-1.903369,-12.344325,0.000000,0.000000,61
-1.847882,-12.308143,0.000000,0.000000,61
-1.763526,-12.270762,0.000000,0.000000,61
-1.601993,-12.227953,0.000000,0.000000,61
-1.437951,-12.213996,0.000000,0.000000,61
-1.298844,-12.225597,0.000000,0.000000,61
-1.199652,-12.256156,0.000000,0.000000,61
-1.199718,-12.255537,0.000000,0.000000,61
-1.200441,-12.253937,0.000000,0.000000,61
-1.201349,-12.251638,0.000000,0.000000,61
-1.202354,-12.248046,0.000000,0.000000,61
-1.203063,-12.242962,0.000000,0.000000,61
-1.203136,-12.236384,0.000000,0.000000,61
-1.202897,-12.229255,0.000000,0.000000,61
-1.202508,-12.222155,0.000000,0.000000,61
-1.201569,-12.208603,0.000000,0.000000,61
-1.199832,-12.188996,0.000000,0.000000,61
-1.187340,-12.108967,0.000000,0.000000,61
-1.369331,-11.867027,0.000000,0.000000,61
-2.462103,-10.737064,0.000000,0.000000,80
-2.448202,-11.098955,0.000000,0.000000,80
-2.432065,-11.252736,0.000000,0.000000,80
-2.417375,-11.319771,0.000000,0.000000,80
-2.417817,-11.319293,0.000000,0.000000,80
-2.419065,-11.317966,0.000000,0.000000,80
-2.420940,-11.316611,0.000000,0.000000,80
-2.423326,-11.315542,0.000000,0.000000,80
-2.425914,-11.314894,0.000000,0.000000,80
-2.428470,-11.314574,0.000000,0.000000,80
-2.430850,-11.314578,0.000000,0.000000,80
-2.432812,-11.314860,0.000000,0.000000,80
-2.434222,-11.315240,0.000000,0.000000,80
-2.435083,-11.315507,0.000000,0.000000,80
-2.435523,-11.315539,0.000000,0.000000,80
-2.433900,-11.313535,0.000000,0.000000,80
-2.424909,-11.304210,0.000000,0.000000,80
-2.417339,-11.297178,0.000000,0.000000,80
-2.417670,-11.297136,0.000000,0.000000,80
-2.418175,-11.297168,0.000000,0.000000,80
-2.418815,-11.297215,0.000000,0.000000,80
-2.419535,-11.297232,0.000000,0.000000,80
-2.420250,-11.297191,0.000000,0.000000,80
-2.419806,-11.297079,0.000000,0.000000,80
-2.407978,-11.297506,0.000000,0.000000,80
-2.377955,-11.300708,0.000000,0.000000,80
-2.331055,-11.309332,0.000000,0.000000,80
-2.265528,-11.329912,0.000000,0.000000,80
-2.193350,-11.364581,0.000000,0.000000,80
-2.118069,-11.415300,0.000000,0.000000,80
-2.064204,-11.466063,0.000000,0.000000,80
-2.040359,-11.497418,0.000000,0.000000,80
-2.033059,-11.510665,0.000000,0.000000,80
-2.033351,-11.509127,0.000000,0.000000,80
-2.033470,-11.507811,0.000000,0.000000,80
-2.033491,-11.506724,0.000000,0.000000,80
-2.033460,-11.505893,0.000000,0.000000,80
-2.033354,-11.505489,0.000000,0.000000,80
-2.020778,-11.532820,0.000000,0.000000,80
-1.985337,-11.585677,0.000000,0.000000,80
-1.932151,-11.642703,0.000000,0.000000,80
-1.863697,-11.698016,0.000000,0.000000,80
-1.754654,-11.763193,0.000000,0.000000,80
-1.642258,-11.809499,0.000000,0.000000,80
-1.541616,-11.836575,0.000000,0.000000,80
-1.451336,-11.853156,0.000000,0.000000,80
-1.369331,-11.867027,0.000000,0.000000,80
-2.462103,-10.737064,0.000000,0.000000,81
-2.448202,-11.098955,0.000000,0.000000,81
-2.432065,-11.252736,0.000000,0.000000,81
-2.417375,-11.319771,0.000000,0.000000,81
-2.417817,-11.319293,0.000000,0.000000,81
-2.419065,-11.317966,0.000000,0.000000,81
-2.420940,-11.316611,0.000000,0.000000,81
-2.423326,-11.315542,0.000000,0.000000,81
-2.425914,-11.314894,0.000000,0.000000,81
-2.428470,-11.314574,0.000000,0.000000,81
-2.430850,-11.314578,0.000000,0.000000,81
-2.432812,-11.314860,0.000000,0.000000,81
-2.434222,-11.315240,0.000000,0.000000,81
-2.435083,-11.315507,0.000000,0.000000,81
-2.435523,-11.315539,0.000000,0.000000,81
-2.433900,-11.313535,0.000000,0.000000,81
-2.424909,-11.304210,0.000000,0.000000,81
-2.417339,-11.297178,0.000000,0.000000,81
-2.417670,-11.297136,0.000000,0.000000,81
-2.418175,-11.297168,0.000000,0.000000,81
-2.418815,-11.297215,0.000000,0.000000,81
-2.419535,-11.297232,0.000000,0.000000,81
-2.420250,-11.297191,0.000000,0.000000,81
-2.419806,-11.297079,0.000000,0.000000,81
-2.407978,-11.297506,0.000000,0.000000,81
-2.377955,-11.300708,0.000000,0.000000,81
-2.331055,-11.309332,0.000000,0.000000,81
-2.265528,-11.329912,0.000000,0.000000,81
-2.193350,-11.364581,0.000000,0.000000,81
-2.118069,-11.415300,0.000000,0.000000,81
-2.064204,-11.466063,0.000000,0.000000,81
-2.040359,-11.497418,0.000000,0.000000,81
-2.033059,-11.510665,0.000000,0.000000,81
-2.033351,-11.509127,0.000000,0.000000,81
-2.033470,-11.507811,0.000000,0.000000,81
-2.033491,-11.506724,0.000000,0.000000,81
-2.033460,-11.505893,0.000000,0.000000,81
-2.033354,-11.505489,0.000000,0.000000,81
-2.020778,-11.532820,0.000000,0.000000,81
-1.985337,-11.585677,0.000000,0.000000,81
-1.932151,-11.642703,0.000000,0.000000,81
-1.863697,-11.698016,0.000000,0.000000,81
-1.754654,-11.763193,0.000000,0.000000,81
-1.642258,-11.809499,0.000000,0.000000,81
-1.541616,-11.836575,0.000000,0.000000,81
-1.451336,-11.853156,0.000000,0.000000,81
-1.369331,-11.867027,0.000000,0.000000,81
-2.462103,-10.737064,0.000000,0.000000,88
-2.448202,-11.098955,0.000000,0.000000,88
-2.432065,-11.252736,0.000000,0.000000,88
-2.417375,-11.319771,0.000000,0.000000,88
-2.417817,-11.319293,0.000000,0.000000,88
-2.419065,-11.317966,0.000000,0.000000,88
-2.420940,-11.316611,0.000000,0.000000,88
-2.423326,-11.315542,0.000000,0.000000,88
-2.425914,-11.314894,0.000000,0.000000,88
-2.428470,-11.314574,0.000000,0.000000,88
-2.430850,-11.314578,0.000000,0.000000,88
-2.432812,-11.314860,0.000000,0.000000,88
-2.434222,-11.315240,0.000000,0.000000,88
-2.435083,-11.315507,0.000000,0.000000,88
-2.435523,-11.315539,0.000000,0.000000,88
-2.433900,-11.313535,0.000000,0.000000,88
-2.424909,-11.304210,0.000000,0.000000,88
-2.417339,-11.297178,0.000000,0.000000,88
-2.417670,-11.297136,0.000000,0.000000,88
-2.418175,-11.297168,0.000000,0.000000,88
-2.418815,-11.297215,0.000000,0.000000,88
-2.419535,-11.297232,0.000000,0.000000,88
-2.420250,-11.297191,0.000000,0.000000,88
-2.419806,-11.297079,0.000000,0.000000,88
-2.407978,-11.297506,0.000000,0.000000,88
-2.377955,-11.300708,0.000000,0.000000,88
-2.331055,-11.309332,0.000000,0.000000,88
-2.265528,-11.329912,0.000000,0.000000,88
-2.193350,-11.364581,0.000000,0.000000,88
-2.118069,-11.415300,0.000000,0.000000,88
-2.064204,-11.466063,0.000000,0.000000,88
-2.040359,-11.497418,0.000000,0.000000,88
-2.033059,-11.510665,0.000000,0.000000,88
-2.033351,-11.509127,0.000000,0.000000,88
-2.033470,-11.507811,0.000000,0.000000,88
-2.033491,-11.506724,0.000000,0.000000,88
-2.033460,-11.505893,0.000000,0.000000,88
-2.033354,-11.505489,0.000000,0.000000,88
-2.020778,-11.532820,0.000000,0.000000,88
-1.985337,-11.585677,0.000000,0.000000,88
-1.932151,-11.642703,0.000000,0.000000,88
-1.863697,-11.698016,0.000000,0.000000,88
-1.754654,-11.763193,0.000000,0.000000,88
-1.642258,-11.809499,0.000000,0.000000,88
-1.541616,-11.836575,0.000000,0.000000,88
-1.451336,-11.853156,0.000000,0.000000,88
-1.369331,-11.867027,0.000000,0.000000,88
-2.462103,-10.737064,0.000000,0.000000,89
-2.448202,-11.098955,0.000000,0.000000,89
-2.432065,-11.252736,0.000000,0.000000,89
-2.417375,-11.319771,0.000000,0.000000,89
-2.417817,-11.319293,0.000000,0.000000,89
-2.419065,-11.317966,0.000000,0.000000,89
-2.420940,-11.316611,0.000000,0.000000,89
-2.423326,-11.315542,0.000000,0.000000,89
-2.425914,-11.314894,0.000000,0.000000,89
-2.428470,-11.314574,0.000000,0.000000,89
-2.430850,-11.314578,0.000000,0.000000,89
-2.432812,-11.314860,0.000000,0.000000,89
-2.434222,-11.315240,0.000000,0.000000,89
-2.435083,-11.315507,0.000000,0.000000,89
-2.435523,-11.315539,0.000000,0.000000,89
-2.433900,-11.313535,0.000000,0.000000,89
-2.424909,-11.304210,0.000000,0.000000,89
-2.417339,-11.297178,0.000000,0.000000,89
-2.417670,-11.297136,0.000000,0.000000,89
-2.418175,-11.297168,0.000000,0.000000,89
-2.418815,-11.297215,0.000000,0.000000,89
-2.419535,-11.297232,0.000000,0.000000,89
-2.420250,-11.297191,0.000000,0.000000,89
-2.419806,-11.297079,0.000000,0.000000,89
-2.407978,-11.297506,0.000000,0.000000,89
-2.377955,-11.300708,0.000000,0.000000,89
-2.331055,-11.309332,0.000000,0.000000,89
-2.265528,-11.329912,0.000000,0.000000,89
-2.193350,-11.364581,0.000000,0.000000,89
-2.118069,-11.415300,0.000000,0.000000,89
-2.064204,-11.466063,0.000000,0.000000,89
-2.040359,-11.497418,0.000000,0.000000,89
-2.033059,-11.510665,0.000000,0.000000,89
-2.033351,-11.509127,0.000000,0.000000,89
-2.033470,-11.507811,0.000000,0.000000,89
-2.033491,-11.506724,0.000000,0.000000,89
-2.033460,-11.505893,0.000000,0.000000,89
-2.033354,-11.505489,0.000000,0.000000,89
-2.020778,-11.532820,0.000000,0.000000,89
-1.985337,-11.585677,0.000000,0.000000,89
-1.932151,-11.642703,0.000000,0.000000,89
-1.863697,-11.698016,0.000000,0.000000,89
-1.754654,-11.763193,0.000000,0.000000,89
-1.642258,-11.809499,0.000000,0.000000,89
-1.541616,-11.836575,0.000000,0.000000,89
-1.451336,-11.853156,0.000000,0.000000,89
-1.369331,-11.867027,0.000000,0.000000,89
-2.462103,-10.737064,0.000000,0.000000,100
-2.491665,-10.965615,0.000000,0.000000,100
-2.527388,-11.071285,0.000000,0.000000,100
-2.561770,-11.149389,0.000000,0.000000,100
-2.605317,-11.228910,0.000000,0.000000,100
-2.644671,-11.289805,0.000000,0.000000,100
-2.659901,-11.315086,0.000000,0.000000,100
-2.647597,-11.288261,0.000000,0.000000,100
-2.668785,-11.344534,0.000000,0.000000,100
-2.685887,-11.407583,0.000000,0.000000,100
-2.697198,-11.476273,0.000000,0.000000,100
-2.701366,-11.559779,0.000000,0.000000,100
-2.690803,-11.678084,0.000000,0.000000,100
-2.661922,-11.795121,0.000000,0.000000,100
-2.606292,-11.926674,0.000000,0.000000,100
-2.526388,-12.050664,0.000000,0.000000,100
-2.418410,-12.165836,0.000000,0.000000,100
-2.297275,-12.253686,0.000000,0.000000,100
-2.221785,-12.292833,0.000000,0.000000,100
-2.083743,-12.337958,0.000000,0.000000,100
-2.026227,-12.348070,0.000000,0.000000,100
-1.955038,-12.350686,0.000000,0.000000,100
-1.913599,-12.343580,0.000000,0.000000,100
-1.906641,-12.341186,0.000000,0.000000,100
-1.911464,-12.344211,0.000000,0.000000,100
-1.912711,-12.345459,0.000000,0.000000,100
-1.913985,-12.347028,0.000000,0.000000,100
-1.915092,-12.348740,0.000000,0.000000,100
-1.916125,-12.350538,0.000000,0.000000,100
-1.917155,-12.352619,0.000000,0.000000,100
-1.918245,-12.354992,0.000000,0.000000,100
-1.919493,-12.357443,0.000000,0.000000,100
-1.920966,-12.359862,0.000000,0.000000,100
-1.903369,-12.344325,0.000000,0.000000,100
-1.847882,-12.308143,0.000000,0.000000,100
-1.763526,-12.270762,0.000000,0.000000,100
-1.601993,-12.227953,0.000000,0.000000,100
-1.437951,-12.213996,0.000000,0.000000,100
-1.298844,-12.225597,0.000000,0.000000,100
-1.199652,-12.256156,0.000000,0.000000,100
-1.199718,-12.255537,0.000000,0.000000,100
